Text,sentiment
"The Ginger chews by the Ginger People are my favorite candies of all time! These are the Ginger People's pure Ginger candies and they are of excellent quality. They are perfect if you like really spicy candies. These candies are similar to the ""See's"" brand Crystallized Ginger and I feel that the quality is about the same as ""See's"". Unlike the See's brand, these do not have a chocolate coating which is good if you don't really like chocolate.<br /><br />I love the spicy, chewy flavor. It's so hard to find delicious Ginger foods and candies (except online) and I'm so happy that Amazon started carrying these products by the Ginger people.<br /><br />These are great for nausea, too.<br /><br />Great for travel sickness, great for morning sickness, and just great taste when you want a really spicy candy. I love them! The pilots use them.<br /><br />Recommended! But if you don't want something SO spicy, I recommend that you start out with the Ginger People ginger chews first. If you like these, you can graduate up to the Crystallized ginger. <a href=""http://www.amazon.com/gp/product/B000LKV60W"">The Ginger People Original Ginger Chews, 4.5 Ounce Boxes (Pack of 12)</a>",positive
I love peaches and I am willing to pay higher prices for healthy snacks.  These had the higher price but they did not taste like peaches at all.  Since I could not return them I gave them to someone but I don't know if they ate them or not.  Will know better next time.,negative
"Yes, this must be very good, all of the dogs loved it, and didn't want to stop licking it.  They lined up waiting their turn.  Would recommend as a treat.",positive
"This tasty snack mix is a combination of crispy breadsticks, mini toasted bread slices and crunchy pretzels.  I love the slightly salty taste and the rich blend of flavors.  It's a party snack favorite.  Also great for an after school snack or a lunchbox side.<br /><br />NUTRITIONAL INFO<br /><br />Each half cup serving contains:  150 Calories, 70 Calories from fat, 7 grams of fat (1.5 grams of saturated fat and 1.5 grams of trans fat), 0 mg of cholesterol, 260 mg of sodium, 18 grams fo carbohydrate (1 gram of dietary fiber and less than 1 gram of sugars), 3 grams of protein.<br /><br />ALLERGY INFO<br /><br />Contains wheat and sesame, may contain milk and soy.",positive
"The food quality was good, but every can in the case was dented. I would just wait for it to go on sale at your local store and stock up then",negative
"I used to be able to find this in my local grocery store. no more. i've always loved the heat with the paprika taste that you can't seem to re-create with regular paprika and hot spices (cayenne). Love this product, and this sender was quick.",positive
"I soak black beans overnight and use a pressure cooker to cook them. I've had very poor results with this brand time after time. Some beans are overcooked and mushy while others are undercooked and crunchy. I've tried different soaking times and different cooking techniques with the pressure cooker and always end up with beans that aren't evenly cooked. I've had other brands cook up just fine, so the only thing I can think is that the issue is with this particular brand.",negative
"Ordered Blue Plate Mayo for family because it's not available in their state. I've done it before. This time they recieved J.V.C. mayo, and there's a ""no returns"" policy on this order. This wasn't cheap.",negative
This is a great product.  I drink this tea for medical reasons and seems to help my problem.  It was recommended by a friend and will continue to drink this great product.,positive
"Inko's apricot tea is, by far, one of the best teas (of any flavor) I've ever tasted.  It's not too overwhelmingly fruity, but there's a nice hint of apricot, which I like just fine.  I wish the shipping charges were lower, but after all, these are glass bottles.  If you can't find it at your local grocery store, it just may be worth it.  You definitely won't be disappointed with the quality of the tea!",positive
"Very good quality dried cranberries. 4 lbs will last a few months. It is nice to have on hand for the everyday yogurt and cereal and also as a fun addition to side dishes and baking treats. They are not packaged as bits and chopped up pieces, they are dried whole which is really nice. I will buy these again, they are delicious.",positive
"the advertisiment shows Keebler sugar free cookies and all I got was murray, which I don't like , so now I have 120 packages that I'm giving away. lokk at the packages on the picture, they have the kebbler emblem, mine didn't",negative
"I bought two kinds of Davidson's bulk teas, Darjeeling and Gunpowder Green, and I was very disappointed in the quality. They both make kind of a murky harsh tea. The Darjeeling is very light in color and has an aftertaste more like pekoe. The Gunpowder Green is weak and flat. I certainly wouldn't recommend them.",negative
